run_number,method,gain_rank_avg,fitness_avg
1,1,53.28000000000018,83.05594988558899
2,1,48.28000000000023,88.88607687073932
3,1,24.040000000000248,86.48795631202967
4,1,25.480000000000253,86.67318087063364
5,1,-56.43999999999996,20.85691695201287
6,1,49.72000000000021,88.99299662429368
7,1,6.280000000000177,59.543533810907476
8,1,61.36000000000016,90.31124724953379
9,1,-90.0,3.216174817670263
10,1,34.600000000000236,87.48089954369111
