generation_number,min,max,avg,std
0,-6.238324625039508,66.51520306650934,4.227015115552391,19.967429456070693
1,-6.100318952020064,75.28957298262513,27.623548316968968,28.422686359640217
2,-6.059123195581797,66.38322890233343,39.56326974842634,27.652739215605678
3,-5.717027701406222,75.64341372532799,38.57590137795235,28.297411264689725
4,-5.736572297479192,75.62010264645954,35.23176499651541,30.147830191213316
5,-5.717027701406222,75.3266767328285,50.47964073346657,23.349500308083712
6,-5.723585101952381,75.28957298262513,46.11168583727028,24.641782080046838
7,-5.723585101952381,75.3062678611973,52.250808872270255,22.229063264695455
8,-5.746203190540153,75.29955642660931,51.75244531089683,22.726034689811822
9,-5.82600010738045,75.31302464366019,53.00172201873541,20.54527385951547
10,-5.950642552587727,75.31642023266132,46.42805184549795,24.11367517794298
11,-5.438079308923196,90.201682633452,58.852688926314514,17.30659519742101
12,-5.007755278982113,90.93173296930549,56.00100377047981,18.59101237794906
13,-6.013715156042802,75.61550493721091,47.24010179470478,23.863341434949607
14,-5.3612921657094255,90.56669517527554,50.30567929071137,21.021399145940112
15,-5.37989735354046,90.69679627126204,53.1478670900527,19.91546822389679
16,21.63402398497815,90.7517329693055,56.52724206459648,15.824102630880192
17,-5.765191102784844,90.86669517527555,54.91196137288755,19.08408631579381
18,30.00603857269343,90.92669517527554,56.27996793077074,20.18447907692332
19,30.17695410451698,90.98669517527554,57.800369532443604,18.89292729949062
20,30.302906513494595,90.68669517527555,63.07497424162446,19.503206846219193
21,21.638707834290575,91.05173296930549,61.14479978002739,18.522485115535815
22,30.527729326328526,91.05173296930549,61.78247458287702,20.324621095291413
23,30.3062678611973,91.05679627126204,59.50783647773175,20.839352868205882
24,30.3062678611973,90.8117329693055,61.41713941237586,19.357550552655677
25,30.2962175253438,91.11173296930549,60.94258446755838,20.82789381390534
26,30.302906513494595,91.11173296930549,60.63713237554355,20.85585897829712
27,30.299556426609314,91.11679627126205,62.65986881013336,19.981830106314614
28,30.53616819497439,91.11679627126205,63.99343470857511,20.052729040089563
29,30.3062678611973,91.11679627126205,57.818785535326036,20.618139582533477
30,30.00106343805332,91.11679627126205,63.31847286292131,19.488156634737532
