run_number,method,gain_rank_avg,fitness_avg
1,1,71.44000000000027,91.42975327820366
2,1,82.84000000000016,92.83708921561322
3,1,79.84000000000019,92.44246757882928
4,1,76.12000000000023,91.71066519155089
5,1,86.92000000000012,93.3282312151177
6,1,77.08000000000023,92.07484975027161
7,1,74.44000000000023,91.65870143920054
8,1,77.92000000000021,92.02737923445045
9,1,77.44000000000021,91.96043628862697
10,1,16.60000000000005,55.35640879645979
