generation_number,min,max,avg,std
0,31.883768894463095,75.92374046625424,46.317965119238806,8.942268031903348
1,7.750691022610831,65.63229287486598,43.767901538567756,10.590064449546732
2,7.701000328549325,66.73324001401208,44.425196136074774,10.545655473860474
3,7.432174934710601,63.77876404555494,42.900673158406335,12.019840596324014
4,12.058145628658863,68.3347451648222,46.38526147451352,10.685393648180584
5,9.923132589822213,63.487149431867756,44.855882820247395,10.525026448304919
6,-5.3984233723389625,70.67304727707543,41.582203487917525,13.537371137647161
7,5.70934923404727,72.70899521263787,44.37354780098972,13.602601385756055
8,-6.3159449042401965,68.58335017450804,39.30975161234273,14.909521228658575
9,-5.794012579134337,72.95818260510413,42.4125676990368,14.01208504699271
10,-5.4161687780382435,68.76038461154806,44.11326188805922,13.733846577788823
11,-5.984348630870503,70.81979222126208,40.667210353267244,16.016555300813707
12,-3.7025097505533466,64.13714925002908,42.52442376314846,14.456464141093194
13,-5.889801725816428,74.19062064915664,40.29464132144318,18.938807027542005
14,-6.010499601668496,66.95708640013206,38.47484201207183,18.34316212954522
15,-5.695418435116752,63.39391580641272,35.78380910587976,17.3774696882207
16,-6.003135326049805,68.24586512678422,39.49838061304061,15.977487684227189
17,3.0454629448275137,80.18339775519033,42.651320494867115,14.85321625372226
18,5.235426341590367,70.42746868408514,38.38678463227914,14.764560213812004
19,5.185090033859678,68.92175535754001,38.26553828185317,15.067167903637973
20,-5.464864219024996,66.78166208244683,39.78331227547253,14.234846077750468
21,7.614652685338149,68.88327153114244,40.36690565019028,13.40766112408322
22,3.033843693817324,66.60580455524885,41.151725712662056,12.989468761051766
23,5.385623717411383,61.19838162083853,39.63604414120806,13.493810180245562
24,9.615668827485326,64.40318526590954,44.73781341511729,11.204462119417705
25,2.849603852536298,61.59941685526104,41.35024276712283,11.800898421886385
