run_number,method,gain_rank_avg,fitness_avg,best_ind
1,2,2.8,61.51435972974751,"[-0.19396206574509886, 0.07522037220724291, 1.573028331900097, 0.9427466505962407, -0.388672266765137, 0.1478206974445893, -0.21121169553619196, 0.5387267848835579, -0.44481936039481085, -0.03470521999051089, 0.1598341485473151, 1.1949736200245131, 0.7636637910319919, -0.838770109385268, -0.0022254176802392472, 0.17804002957190646, 0.05891034630123916, 0.1267554697732032, 0.29373761097406065, -0.7785297214692032, -0.6083954454726812, -0.21605732370273623, 1.1673408700314423, -1.049893326800655, -0.046828941522061795, -0.18641847294498204, 1.0008083106491128, 0.17792702774011687, 0.6624779278760878, 0.014762535736691007, -0.05625547998108119, 0.5965348868721654, -0.688209384065782, -0.5574367526969963, 0.7305561988934596, -0.024751090853356264, -0.36280551847406983, -0.6884630196639918, 0.690941521861759, -1.1385413275109968, 0.16165916445197087, 0.38563683600277565, -0.49409846606961716, -0.8971336677326124, -0.12148093989921742, -0.5110774939132038, 0.06990843392960822, -0.8177556785066936, 0.10679779086784086, 0.5107924140646642, -0.17658140397968008, -0.6590227793884457, -0.2447805986986201, 0.5075360280427551, -0.7146799863766639, -0.1445613929400541, 1.2869423242637212, -0.8382862695182255, 0.4674379840821502, -0.2995360611883576, 0.9828088678922213, -0.7961428237695397, 0.10943727737780215, -0.5970461633428646, -0.9320507008407899, 1.312226055494677, -0.1140210317465613, -0.6570017828726417, -1.3962303291252904, 0.23761927135151545, -1.3566590271593764, 0.7161900710267354, 0.42347297005799384, 0.6038562655057166, 0.8373649075752434, 1.2006586976572704, 1.0373552688697958, 0.29685087254866815, 0.7319278649341935, 0.335329425889364, 0.04854821467748796, -0.22014962447194186, 0.28184877141808135, -0.6025676601425246, 0.3793744093768323, 0.7034053893285789, 0.7108256083261839, -0.2875243989496952, 0.7093215330509538, -1.168500088200553, -0.345429906545609, -1.2441436508721362, 0.9608712398774436, 0.1284633560325364, 0.30820184463982014, -0.3885495262456079, 0.7186461391806475, -0.25670462219220747, 0.8498852878683237, -0.4975486917017319, 0.3553462441863439, 0.9905161201177022, 0.16451704702890552, -0.08839479339998738, 0.006519743495730937, 0.34572907315638374, -0.11674372589973357, -1.1217618698187646, 0.16457450529648132, -1.7249651787088853, 0.14112437565686423, -0.5685967154760955, -0.6610164645820554, 0.4517493430433771, -0.23447192922604973, 0.593512041364598, 0.9985674190551584, -0.6382523939239109, 1.1362728555233226, -1.2712400871759262, 0.7975334739335878, -0.08800343829707288, 0.45884687638103194, -0.5509465400755915, 1.0341294915813921, 1.0895720004719711, 0.6501312989396332, 0.7301254391532975, 0.4775747200617828, 0.7557295670555203, -0.1241924146959609, 0.834253134229996, 1.1211281826012645, -0.7755784211159016, 0.09263675668773452, 0.2544541304869094, 1.0578903346527435, -1.0287860445046546, 0.22624795374243067, 0.14127848600328086, 0.5631786702946443, 0.5165888779886934, 0.39606645815516395, -0.38860204745933347, 0.5069679713045744, -0.013113430743912802, 0.16147610939237494, -0.12786831126606876, -0.0680190996765265, 0.24382462171834424, 0.7723355417744999, -0.4733905603810722, 0.9812146253781412, -0.6047769069299399, -0.7180611136617516, -0.03384206945574324, 1.87933825688186, -0.09130402024863848, -0.44150794825607464, 0.7063881115211732, 0.9516820527195123, -0.18248228826011645, 0.4410681830089653, -0.7806092488162183, -0.37987180130708875, -1.0151484099646801, 0.7666324224693752, 0.1593962191060923, -0.48139990052597553, 0.44243052006900124, 0.27760627142176086, 0.42667851158774944, -0.43834259219147115, -0.962765821590686, 0.7009798967854682, -0.6690345295241171, 0.05420906517030877, 0.28908960381933796, 1.147306707272607, 0.6507009967813562, 0.08457670012060181, 0.20595300401818, 0.07171195979339964, 0.9368621997013751, 0.41350420632479645, 0.26419260388837573, 0.3622302823021021, -0.2977637814489617, 0.022654877940014875, -0.15623337196428694, -0.45862919045225664, 0.524300907261275, -0.3881390318658764, 0.13135173457985422, 0.1896393481811602, -1.0690498943941258, 0.33528006251615194, -0.6867977955315904, -0.2161839104448607, 0.3133588778244924, 0.12350060678248714, -0.3347207464425597, -1.3964806536753056, 0.2750863186088175, -0.654672599035654, 0.8964935564494674, -0.6678406201325672, -0.9648381187011222, 0.11152763292624367, 4.14888220251809, 0.28284637361165194, -2.373503037363797, 0.5879353739592541, 0.4922951259343985, -0.8588020650347695, -0.3618548258451763, -0.8785666159378893, -0.23534831935282688, 0.6934336300632128, 0.19486068589633831, 0.1580216247547634, -0.43801279809947774, 0.5438682341253117, 0.5564844674121585, 1.1109891601715698, -0.3541666245121429, 0.36652720129110394, 0.9495093644141881, -0.3948052581899639, -0.9295147655564471, -0.5686053118195964, 0.4157823020220938, -0.22141309877327459, -0.06954731048504964, -1.7411626423833317, -0.7229877001463861, 0.5965018902497404, 0.07094398380471087, 0.047484655260926455, 2.0805969057194997, -0.13622433841006548, 0.6174421626147752, -0.5617603639432236, 0.23574290458282265, -0.10685945833057103, -0.7997951467967164, -0.6063938695117397, 1.1723576883397484, 0.040847374503436715, 0.5467507809065647, -0.9653605268722294, 1.4161311176204137, 1.1201619001620484, 0.7200430834568009, -0.1128811907772429, -0.8397391621815857, 1.0646563737709602, -0.04045671285741437, 1.0802788127350766, -0.934145821824922, 0.6001280853752501, -0.382102529967898, -0.8916344604128146, -0.16482827425041027, -0.08055174787607883]"
2,2,4.500000000000059,67.85728422553896,"[-0.0665744742475862, -0.31661090979667234, 0.39747540905309303, 1.036845307771983, -0.5582053383556708, 0.6624651745121486, -0.2856329586104391, 0.23003138122545339, 0.1491688134293283, 0.2996079757086023, -0.10336953680954955, 0.8469803976511439, 0.9160139599214004, -0.20403955446244923, 1.2742893292001376, -0.49415364517994503, 0.4823324350098492, 0.030072931135728606, 0.698755342165396, -0.32974654260394126, -0.36807362843738656, -0.4436219973302885, 0.7348654537932586, -0.7259123078610724, 0.34266653633215854, -1.0396504554453307, 1.047373382127398, -0.49196393202529903, 0.5043377426735958, 0.0403287928528071, 0.4529013083743685, 1.0562766661711784, -1.061650995990935, -0.6835302545616294, -0.0785916333530294, 0.2258993412164853, 0.007714896982345398, -0.6608396959116576, 0.7486908517300692, -0.859375230060513, 0.8465993098398686, 0.5896243565808577, -0.5406605978522759, -0.2266229838347639, 0.10610354572994979, 0.024951779863172374, -0.06620458955447713, -0.5010436506271804, -0.09923910779087972, 0.38059868807999003, 0.06331156460126276, -0.5832382572405421, -0.305065549918334, 0.9211125272924753, -0.7535947393201464, 0.9033455301034121, 0.7819658240357953, -0.5552746222762762, -0.3293016843205305, 0.36402039921608376, 0.25441718344598346, -1.0373337544523604, 0.450817499374248, -0.5563291285822081, -0.9737903915780638, 0.5803712984960723, -0.7174831528265748, -0.4812651297416863, -0.7666938816033098, 0.15215002975328712, -1.2362597581071086, 0.8384414852152366, 0.2542763826266846, 0.4699886707849895, 1.2273781174925635, 0.9835793696752568, 0.51939041210137, 0.23125253056497103, -0.04860070355808445, 0.9032911165750769, -0.00037980528498961913, -0.0370630258022843, 0.1656472885420332, -0.7868788721442773, -0.20406333569467816, 0.6934222316294603, 0.9738331261554665, -0.14024932718675548, 0.47400835478165, -1.4400866427557255, -0.5161087732303626, 0.5267873932202668, 1.3114881091331922, -0.13101185860341966, 0.6240985066945348, -0.37267449076523407, 1.3132258713212464, -0.30068493813350616, 1.1227387993022722, -0.6607314189123583, 0.2487328993272695, 0.8746321664770684, -0.2548562925738349, 0.13105354157481508, 0.007677637657061892, 0.43128423514962, -0.6769550574951183, -0.7210844888241592, -0.009149160727871836, -0.8050274546430779, -0.6280511814518729, -0.986373283421431, -1.1438147394070177, 0.6900218408550414, 0.47677921396107337, 0.46539907834315924, -0.21257004796577705, -0.5944932060043306, 0.7670511175938864, -0.933611686745982, 0.8301098509723641, 0.2129168021602592, -0.5007886920465914, -0.824244021181624, 0.4009949145543682, 0.0928798076305513, 0.03613488884135507, 0.8153866989992236, 0.5857363516180341, 0.5516655836691139, 0.3242516093505714, 0.7137256563190172, -0.09799645504293268, -0.0025088559368489846, -0.5079292153205612, 0.21610042215322808, 0.2171448246848053, -0.30402068088853085, 0.5028933258542222, 0.7915911145637208, 0.7739491605218726, 0.8021432160640505, 0.37883463225391506, -0.2797139314035758, -0.15150912435854474, -0.8106484400216821, 0.014262689907959675, -0.7306222132361877, 0.12847454050049095, 0.6720913878815591, -0.9426995219201785, 0.22899957785192612, 1.1599610118760033, -0.370905511108445, -0.4484838796913456, -0.9344753900179666, 1.0287417533549308, 0.033890270028470906, -0.08270695551394923, 0.6126577595698596, 0.2907561291524705, -0.17655898972552556, -0.12008058900423337, -0.9851349728349119, -0.8299247878038647, -0.3999276008797631, 0.8788076888971762, 0.5849702360193012, -0.7587869050841207, 0.12587525590861895, 0.624091567144086, 0.7199806913530561, -0.3589381476234679, -0.7475646303743843, 0.09221968616882768, -0.5293009181264107, -0.17923076165520815, -0.13690034481539545, 0.9495411735854369, 0.060033229582146436, 0.017512570422549, 0.7957376232458111, 0.17519959297180016, -0.4594517490745334, 0.17541877364513309, 0.5210919489573083, 0.4962742071704735, -0.5360372527001318, -0.05121132843843195, 0.24893270225305228, -0.5040057848909603, 0.46838174461235005, -0.9310354235612451, -0.05878523050367873, 0.8629782525148811, -0.24798854207100185, 0.1618166802455227, -0.6724627120541823, -0.3068356923352854, 0.7459160440221166, -0.35956186762727094, -1.0310959120698773, -1.164366267719563, 0.7720060202472042, -0.5886574263870918, 0.11571735436231567, -0.7664787575076202, -0.6261660664528051, -0.07295648831915943, 0.8673947896418478, 0.7008375936001741, -0.9048477425580652, 0.7513600057475736, -0.1895232114422258, -0.3430799684769089, -0.41884242377383835, -0.7912647641071977, -0.22294032943075534, 0.985077909894857, 0.23773064005412342, -0.0709079100169769, -0.7045449589408707, 0.2628067365867768, 0.5431945954369044, 0.6882639350505719, -0.176723919734058, 0.46178615921386257, 0.5971596976517213, 0.017998696400581618, -0.4214520444106882, -0.7667158101427347, 0.7181917820165739, 0.011079847144728303, -0.5791234531989032, -0.9327846541142233, -0.6781217474590503, 1.2712874778147085, -0.07510292573096175, 0.07765117055140582, 0.5761423929636118, -0.2444739351548039, 0.14434723829380225, -0.5820350784154404, 0.36235872361250376, -0.05836270001146462, -0.8662230259513899, -0.7494172062462329, 0.4717608870052308, 0.8211492754259687, 0.4851639401685539, -0.8216501646217051, 1.1980990371094613, 0.657859000875555, 0.5112163498615302, -0.45899016964057676, -0.9145498236259282, 1.3610648086948922, -0.33692899658226794, 0.771960242676112, -0.833640203065231, 0.3058245277917354, -0.26024142107345505, -0.8014056865886445, -0.18996101188928988, 0.09980739684861994]"
3,2,-37.89999999999998,43.39745894026713,"[-0.0375833180217201, 0.030509684703745668, 0.1798220105928066, 1.8624837778924284, -0.48553341034681735, 0.7105150137051413, 0.08824339952038335, 0.5212299255667985, 0.921162553029087, 0.037609584251176456, -0.3303085900530127, 0.6174752109698308, 0.8071108920510042, -0.4372136611647791, 1.1451371132644188, -0.31899429998664053, 0.5584175804896332, 0.30651352825244504, 0.8033603462025145, -0.447131719906513, -1.7849558896735789, -0.921987019378573, 0.7538780833680386, -1.5592073533870292, 0.1572099347902721, -0.5687331697990212, 0.5544333098453984, 0.19292025962929382, 2.0218083067709065, 0.6630921131510404, 0.3942326615700253, 0.7415780900587475, -1.0819590499491398, -0.02420732096758199, 0.8049994172489614, -0.444528837630701, 0.16253064518044624, -1.395892166347198, 0.7000019673108986, -1.3286941063004991, 0.42789950684861366, 0.3342806178378737, -0.2908086871538768, 0.9306761959128849, 0.05958087689490718, 0.3988460267382229, -0.15095419090849133, -0.7442299317180108, 0.6771826540786702, -0.49758381067454127, -0.04869911232605975, -1.0539461061221396, 0.08340652474329716, 0.656881502885543, -0.8615293890000033, 0.23941323634972947, 1.2510534664018382, -1.8444203211416001, -0.1950785484539776, 0.17265965288750784, 0.17430356211349363, -0.6486220112219291, 0.5255290649511368, -0.06969144130426799, -1.5183987676806066, 0.32775622207564586, -0.8778905985667198, 0.06189553876526287, -0.8562132855244704, 0.4267041901562927, -0.6564123604543748, 0.6152883376291414, 2.0464991599225213, 2.070585389256849, 2.4259990178674213, 1.4668298790451229, 0.2092340863306495, -0.18427765931038032, 0.6228963159310135, 0.3242037601665894, -0.8586050399324058, 0.8523783859019515, 0.9614209389167389, -0.5196393301887607, -0.27749633831846, 0.42732072230291857, 1.172328091768281, -0.062191121198516004, 0.6562119392453404, -0.8537249140643042, -0.3329348542911219, 0.3677764934784242, 0.9916780700006904, -0.06939780174557805, 0.7336939544780213, -0.6239123742772943, 0.8174198369664916, -0.6015785393036415, 1.3777226306246522, 0.27162985265573236, 1.2620974145100021, 0.6397269416918345, 0.2994686234268234, -0.6513389178032856, -0.38098715287317775, 0.09240456618365797, -0.2426198700556964, 0.19170932027644488, 0.16749357507181406, -0.7305281826157686, 0.6182449971870124, 0.005414798146861563, -0.21747763480450716, 1.5221579400841003, -0.03386198440561522, 1.573751714531446e-05, -0.6704802540635301, -1.027052763141262, 0.8791570278373657, -0.3565628998848554, 1.0493004290419174, 0.1117009609450299, -0.6552198280824597, -1.6018075544771462, 0.9939789053088947, 0.17314182973157863, 0.6560028523723395, 0.7775572891005018, 0.9340085521729206, 0.35494626824512937, 0.01295939593742141, 1.41143783937772, -0.3945969282685463, -0.34195853671709725, -0.8995977861797682, 0.021683970162860014, 0.6214438225967411, -0.763391968921656, 0.3239265477387515, 1.5699563611230105, 0.17764664596558322, 1.0721792993114903, -0.54426436273754, -0.7182542777811207, 0.21920358845604448, -0.47187017355445826, -0.0700302630441555, 0.21233661698099215, 0.20611075106217944, 0.7983071391215392, -1.1355112381847219, 0.035173407414331864, 1.090147425655947, 0.012530886001342762, 0.25315351863985464, -0.11056538033271104, 1.2622173747961165, -0.4237505667742172, -0.19241895089478941, -0.0626765197377071, 0.11659969420159387, -1.3359528414137638, -0.04775094798874552, -0.8150929638995602, -1.1399783428782586, -0.18452592127117076, 0.25966037900968675, 0.77003510732901, -0.798171085775448, 0.6777171462850993, 0.9937439988242175, 0.9477536704684014, -0.7000221498847051, -0.4390749257718045, 0.6685762963708338, -0.5112731753046803, -0.0983682387836539, -0.043720729052701635, 0.5752390230703396, 0.5068517852253123, 0.25417076277408585, -0.020098932962483246, 0.4801134305234251, 0.38597468631809806, 0.0022105020982624082, 0.4707446711353026, 0.28765040644130024, 0.4248985097146321, 0.3822646930322189, -0.06921175780154404, -0.5048922398092381, 0.5614020039780391, -0.5969462259601229, -0.02484415139425299, 1.1161430891245465, 0.7063374888448237, 0.6990053379915724, -1.60300344448909, 0.7445953599822392, 0.745789318129403, -0.4371486458424479, -0.3782523589453416, -1.087972448831919, 0.4958284069974085, -0.5151567053838096, 0.9464018672872828, -0.9293611564787363, -0.44980297657546453, -0.37358643301726785, 0.7716489721595401, 0.9778812636397526, -0.8373138835668736, 2.1792748508374196, -0.005304147407097302, 0.2604458202602487, -0.6657941721077469, -0.8325973137844834, -0.22441276643494856, 1.002709232095306, 0.627096578162048, 0.01618613194458346, -0.07148217646907262, 0.5697418367469022, 0.9184774638608618, 0.3111922947209016, -0.15684930630665184, 0.4939514363906162, 1.3873437114477458, -0.07938573897629256, -1.1116117497436615, -0.4170856355405651, 0.04891806327683179, -0.06824898358958605, -0.4292553486233054, -0.9877116292017982, -0.6813648083611007, 0.548351409076391, 0.40802075106085517, 1.060293935393122, 0.946060562596253, 0.048486375754030725, -0.7468398112063287, -0.43339071742935836, 0.5633155786078692, -0.14447975692369758, -1.297991137077156, -0.495015511794317, 0.3725833600353504, 0.5363483670674787, 0.14434965513631193, -0.7904279715013273, 1.8425876067945728, 1.0199667208377585, 0.4468190961843045, -0.4404198323961415, -0.8574310837474987, 0.7586051925259659, 1.053089627233726, 0.27275778084738134, -0.9463647603566381, 0.14359733952302467, -0.31252794319504834, -1.2302540452053228, -0.05796586646313928, 0.9740742804020661]"
4,2,-22.4,56.35734725470536,"[-0.6414376335815588, 0.4611575881143071, 1.2023236808014688, 0.8098860712444149, -0.7590820144561045, 0.0001376167696720363, -0.6219484214158104, 0.8398765017404585, 0.22051600638065208, 0.260533110536018, -0.6739280280010874, 0.7475104301551241, 0.7502156294258677, 0.8399420563708235, 0.8691026587370608, 0.13825848875920982, 0.6651729765093317, 0.7250106290814473, 0.5483779602676303, -0.7471845565801511, -1.481278379915812, 0.04371792637072049, 0.7096393679405201, -0.9662838362603867, 0.163989762129918, -0.9321470033844172, 0.913205930108531, -0.45813554846001775, 0.3643171831029428, 0.005776305182270167, 0.2788035318620139, 0.8405095428841235, -0.08858714426676141, -0.569009876560153, 0.8507842320607234, 0.27939988407259025, 0.5133188023070911, -0.7739199562916006, 0.4552153070516749, -0.9431014805340523, 0.40990699011891885, 0.3969706074635317, -0.7758888984136332, -0.1635038654497413, 0.03620359243522192, -0.4728485059274767, -0.513150914740339, 0.11648173431188671, -0.03803988605357284, -0.2531250153914978, -0.46586187866167805, -0.7709641410107365, -0.573260448010532, 1.3675809811013464, -0.8105664068215082, 0.799454985362189, 0.6379017924722169, -1.0284907627826987, 0.056704377856454144, -0.12661531347007043, 0.7729965771409573, -0.6294615398276524, 0.08410430771310576, -0.4686914871572243, -0.99399829733878, 0.3641378021378644, -0.34811124735980364, -0.9615798722493571, -0.9577473378943361, 0.6181810848932924, -1.5046231369603909, 0.21982614131757053, 1.5524187911332428, 0.7989064000866096, 1.1185294551620701, 0.5869311191599205, 0.20791159717049, 0.29665396178235465, -0.3070402937035399, 1.3304882198011927, -0.1589061989163239, 0.7652345089078814, -0.06508272971066117, -0.5014769649705203, -0.5584718832672901, 0.8263069550172089, 0.6263365721707758, -0.48685556748189535, 1.0873939037278069, -1.3764035785620772, -2.020938331100234, -0.1918045658232089, 0.7308925800065454, 2.6935975981598927, 0.8448934232027022, -0.1854481605471815, 0.9666220911495764, -0.02209405920195065, 1.7142823652578623, -0.5762632054698943, 0.33534434457709167, 0.7548355527092111, 0.41428267735441154, -0.557562417573953, -0.13811624739004025, -0.3969549770621615, -0.343657289311064, -0.49995304338808094, -0.12011374166951418, -1.004321089581148, -0.4725051695153027, -1.0451264968326368, -0.9869284754002143, 1.4336952967561565, 0.6578586043060541, 0.26364766259300143, 0.0006962277232322456, -0.8869300121654156, 1.132714288514291, -0.7060404108562346, 1.0287313079657623, 0.6386614681501054, -0.7366233596885995, -0.4656414952378696, 1.2919799881908252, 0.8271413207092025, 0.933636014566011, 0.8365237154831122, -0.07281331922764478, 0.5620740320859265, 0.7810371308669497, 1.6592139987144512, -0.1223273836139064, -0.23277235960045575, -1.2309755109126828, 0.18026666122717303, 0.40028871300753877, -1.4893135296425903, 0.4292488988308683, 0.27023758613168875, 1.5435521941876236, 0.6551292581257581, 0.41888511312044485, -0.9560619506755847, -0.0899639433669883, -1.377816986676899, 1.7528878963337344, -0.3058990768616858, -0.3222155815398522, 0.012631775286816874, -1.86713031976761, -0.061242519983035204, 1.0767531042285619, 0.12848493944577272, -0.08279360887156523, -1.1706687503316449, 1.0986374849822969, 0.9198806705658412, -0.03743406082105363, 0.4798412626883097, -0.40611750304790745, -0.14439282182436516, 0.05879265942181312, -0.21758816203943737, -0.2601697324610581, -1.0001905782647589, 0.26091819033328, -0.7096734273644036, -0.3556938848087575, 0.5976299972608144, 0.8002133749281664, 0.46031845686880335, 0.04183689977055489, -0.7112934223722828, 0.5887645954585764, 0.20545488874257012, -0.1790420696482338, 0.2890626749499822, 1.0593017114964487, -0.005715016585314599, -0.1454945612997329, 1.8369540221988112, 0.05277532737685113, -0.3517786339887249, 0.22660091073705324, 0.45008491709725207, 0.3576314043137085, -0.08771974875074556, 0.4653017648840755, -0.0755110954859678, -0.24411500805913472, 0.5359261185292968, -1.4823846618958934, 0.42854310728172923, 1.148750088506924, -0.271537109757011, 0.5130172271764747, -0.5311637616256583, -0.34146281504054493, 1.140258757448977, 0.3980894121298246, -0.7689282195918419, -1.4327188538197158, 1.426052862260444, -0.23596390661577, 0.2663687052839924, -0.059353480793933475, -0.4336845059264844, -0.1350514136065049, 0.5281664894270147, 0.5636463654545621, -0.9673695205380352, 0.634118621937056, -0.3795524964100329, -0.49421318271526604, -0.420555929564354, -0.5194830083954017, -0.2986820276372273, 1.1211606737294681, 0.7629789470909785, 0.33127986503913176, -1.216442827524636, 0.1545560278536541, 0.2459594115401301, 0.5365312081066603, -0.11814523542688994, 0.8757889493142422, 0.664035935520785, 0.4483378891811422, -0.7332007147280419, -0.44581820725008053, 0.34556574959438846, -0.1311835161385005, 0.13020482160996863, -1.2797723845275146, -0.9419067858560755, 1.0402932289327267, -0.7529933717068655, 0.3072087707128786, 0.8191626816693349, -0.47890137844448194, -0.5580010248585925, -0.05368274989780425, 0.18343873896238133, 0.05796894772056289, -0.6313088495804787, -0.7791896261460711, 0.8372503491077147, 1.1117867402021129, 0.5969592958468547, -0.3716626650427829, 0.907874111419407, 0.95972565853674, 0.4683005262380736, -0.460074785032066, 0.06026698605374968, 0.6726331447124227, -0.15381422325544808, 0.8789603325293118, -0.34738619006744476, 0.16714349415251256, 0.10082170332414178, -0.9342457209984397, -0.17786411529636026, 0.8146458737396196]"
5,2,-15.659999999999972,57.71485037055968,"[-0.21170078778569648, -0.8363235103685659, 0.5343715236011759, 0.7162246996187491, 0.22594923339971026, 0.8446172970992174, -0.29731978177737683, 0.306671956311167, -0.39628058376477593, 0.16004910249159598, -0.11761472521844318, 0.37137528202876907, 1.2926287024668184, 1.3606518318217395, 2.119954068234245, -0.3469602552679676, 1.0023163393053736, 0.12954118692300814, 0.7660794413380825, -1.2152234211056088, -0.5480445856422084, -0.29250149897328215, 0.5767163709470069, -0.36717290361605126, 0.2517577268576628, -0.5860408859743056, 0.547835070923567, 0.062161472399187886, 0.31283350517028313, -0.61845284992177, 0.5471257513493821, 0.6727753170505497, -0.0816660926141844, -0.4098658115927978, -0.4961257060625433, 0.72992100411245, -0.43886959596781855, -0.6623550043317473, 1.2500015977131471, -0.5096347244916831, 1.566507264646617, 0.8722413908086808, -0.31983394524718095, -0.28738475151874704, -0.04055418104671635, -0.5052895344915357, 0.2595076651539385, -0.2647640192488494, 0.5982712524956579, 0.2244572857867251, -0.16084213598433197, -1.959033112539331, -0.22571695262889557, 1.6606421046129687, -0.6617172920149951, 1.0736270409329147, 0.6814956428452446, -0.22800439831818378, -0.3072518360779997, 0.7511030785074039, 0.18651949408391516, 0.06726976417756982, -0.4152477608153499, -0.4768477988383982, -0.9571382819631766, 0.5260079617756027, -1.141381579632308, -0.5123682750347186, -1.6528765944110102, 0.05176707212494083, -1.0562222533073857, 1.5652254706686433, 0.34600609049794845, 1.323548883673623, 1.8179371656791694, 0.41644760517866153, -0.21609609774959274, 0.3844967517573946, 0.17459354237157124, 1.6517338759870366, -0.08409258011126548, -0.2066550897741747, 0.10454343206605879, -0.445769824987678, -0.14299907064230152, 0.848175014124771, 0.3492902041944896, -0.14187203699189854, -0.22397758491149117, -0.39531931756757366, -1.1320373637197618, 0.06365013964880596, 1.527894322432057, 1.1379615698858416, 0.7692335024392524, -2.091388010381163, 1.4117563559415933, -0.43341180724929995, 1.3200945835347329, -0.868461370276792, 1.6430993263107934, 0.9373605289869582, -0.0850292504472197, 0.15993456943170875, -0.16430159834349228, 0.22232597450441582, -0.08109032372181178, -1.3574093697448708, 0.07393290909864951, -0.5608460580267468, -0.6063711969353422, -0.38459491499181203, -0.9306305372738198, 0.9439507582954227, 0.8497066215384461, -1.099289069633238, 1.117607587529526, -0.6868778836445582, 0.6481667980052486, -0.333165906254124, 0.4089309110660406, -0.12904701056573942, -0.44782335446659705, -0.5156994251428043, 0.39821163277582355, -0.3167386692944105, -0.06632165529412437, -0.06655852401038237, 0.40297570143609607, 0.7747319650426813, 0.5256456618521097, 0.3465152351420293, 0.17278711708447325, 0.10085161277827942, -1.4036060275289717, -0.4429611736752611, 0.9008898445014925, 0.8517329162448948, 0.7490628437410692, 1.073504155764773, 0.10778856680016594, 0.14815776284794155, 0.4335531199672182, -0.6234531618778548, -0.29295752480204706, 1.1606953328967269, 0.02316851364642615, -0.0601327072498562, 0.4625082436069196, 0.7078773785669281, -0.47078500793186223, -0.30160039601450295, 1.2181025000115253, -0.2419156498233932, -1.1777914425376494, -0.7654251364996979, 1.020974400306249, -0.09145685940518575, 0.08514896717223919, 0.6272905793492773, 0.9697081540710454, 0.5001727202487503, 0.1092214982938403, -0.997117647393776, -1.50398657690885, 0.6609727627025038, 0.6434952611530693, 1.0888583784270782, -0.8501198222191779, 0.08043078264955755, 0.5960768925558504, -0.2647549690935303, -0.7468755064235224, -0.10808072379970637, 0.4398664157494417, -0.670238981610641, -0.05906155637940433, -0.28910199031314565, 0.6271632756599238, 0.4495798440902023, 0.473919948119028, 0.7009165846930133, -0.5676806054837471, -0.4828168056035363, 0.46953302814359854, 0.7088134332386854, 1.0526445991106856, -1.0342720782053125, 0.15277958925811957, 0.2647198764830117, -0.4563118358398046, 0.11434179796230247, -0.39935592288956334, -0.9501479147797738, 1.136042015965621, 0.6134906085340975, -0.29665917748937376, -0.5287262083523668, -0.7011524924651305, 1.8316505447700944, -0.24412364155209026, 0.8380123922587989, -1.2909714450384675, 0.900188823943938, 1.0549657769513647, 1.1998366046721705, 0.3375561482111191, -0.518571946124996, 0.06587949574533747, 0.6045275212049418, 0.6738251157822142, -1.1117811407682907, 0.7751784795939769, 0.17537090331402183, 0.06190005988094564, -0.4944038214982418, -0.7268456622410389, -0.20259764032712257, 1.7387169140765102, 0.03392249693523891, 0.20607488523909517, -0.9287954688944267, 0.5768338973985605, 0.7526942137620817, 0.2562434762190331, -0.7732612481805783, 0.29092185842607043, 1.2794861224033809, 0.31439909452965575, -0.9732974792210614, -0.7900148974757172, 0.28441408823592046, 0.0808636876675576, -0.8048868356503215, -1.7234060329394245, -1.8942758179816583, 1.3325840279646424, 1.7063581340554912, 0.2951037446557472, 0.09863952794015193, -0.5822681914976264, -0.5821794729373777, 0.10261174024470388, 0.82588391478303, 0.09646680760620914, -0.7077886977952561, -0.15472703685033395, 0.5438893276412876, 0.2007098282012177, 1.274199926090019, -0.39773536564331197, 0.9334644037310279, 0.5127199578800876, 0.12491569650766389, -0.5004491356531662, -0.9789080324345697, 1.3091837905378505, -0.2294467830031218, 0.8294782595911719, -0.6557564527207774, 0.9787710863649993, 0.034992011525308515, -0.821532624087757, 0.5359270383673987, 0.627960221450212]"
