generation_number,min,max,avg,std
0,-7.786657737410941,31.113562283934183,-1.2458393315878227,10.025399575923135
1,-7.720918609659279,32.79965393575066,0.5103713190325068,9.595538632686452
2,-8.83427067562544,31.24515882555509,4.209335749611922,10.191672627444712
3,-10.698215800720309,41.993359114492364,11.217193205815553,14.05849821719509
4,-12.11272967594046,31.248037445206656,10.660527962794191,14.003290439041928
5,-5.304667606789703,33.51351977378549,12.611266954050537,11.401840967759227
6,4.208225307755878,40.29211962099089,23.580360955181654,9.057255238796898
7,5.770102252366115,38.01766063340888,24.651356572956924,9.20072661820096
8,6.102811576145072,38.06540550467943,22.011121782469797,9.217952826697385
9,5.795945342481069,38.00519488221339,25.236444106977377,8.597892919554758
10,11.864308234758354,33.545715241834216,25.488718607036365,6.208813323073764
0,-9.086004551912074,31.085917311784907,-2.26217652969586,8.527716735751818
0,-12.90082839706439,17.14560709032872,-2.9341848722680783,6.774830971269992
0,-7.554913008161222,9.748474039106078,-3.4062680242195404,5.176533470510871
1,-3.6554323976334757,9.697183893474232,0.20487087325136644,4.732495798446558
2,-7.581137762195212,9.70883634847597,0.405632603275885,4.404240545963323
3,-7.4488892088117495,13.57962102427065,4.709344608977149,7.1443153448391366
4,-9.511742423508574,16.613741254275062,0.680834654648864,9.265395246143761
5,-7.306211744735798,16.558711829060236,2.8287627209474717,7.6240064358499255
6,-3.353395522997822,16.63940432493723,8.62608859125248,7.701085175393931
7,-7.613016996938825,16.57074094015232,-0.11938045921711904,8.311716473678077
8,-7.540476027537679,11.828669416820908,2.8762701854860957,6.601123092639191
9,-2.10366130928945,16.645068380647523,8.272209789317522,5.170275495883627
10,-3.2009823530742523,9.744313103886952,2.221590505853656,4.694627470655393
