run_number,method,gain_rank_avg,fitness_avg
1,1,4.322562877309625,20.8516640772345
2,1,-6.272252442590284,24.302357481720417
3,1,-50.30744676434688,12.48157349475218
1,1,-23.875229121566544,-0.9976725433960126
2,1,-10.998329992504484,39.278473947229614
3,1,-0.2688909362312554,27.04925373849887
