generation_number,min,max,avg,std
0,-7.953023804251525,28.88049108841434,-2.50048323294703,7.938294616207067
1,-9.531363375261066,31.208958262297713,-1.308562298289435,9.795642730803536
2,-11.999526022675589,31.012435527465257,9.23231367796207,12.273696730604614
3,-5.552267288523216,31.257052545009895,18.8634284074138,10.233697258846194
4,5.899876751347989,31.25661222723423,23.04681476223693,7.305729316543988
5,4.95574360839818,31.24700816422121,21.401735622851913,8.08690887380482
6,5.680297315384379,31.25441420735214,23.584215582660832,8.170569152881395
7,5.88597484512286,31.259563704181264,20.949598709133237,8.131488724368689
8,5.802057424177086,31.256012770032797,22.718579801531977,7.700550930537104
9,11.738853375900959,31.239891095066834,23.45613815035202,5.982734359995077
10,5.890143851100255,31.257859142834505,23.467614103527826,7.227060361094133
0,-16.70878660356489,35.585989381102124,-1.3971302372386956,9.95596902196836
1,-7.896790172742488,35.69591391986161,7.502524157249255,13.94805900461427
2,11.874004773335393,79.26551609754063,30.927031959728083,20.44681929863833
3,2.6232156275823044,38.35316713539336,22.61309673847208,10.71430030974656
4,6.060084026139421,33.16010928652447,20.1807864671977,9.354791436313748
5,3.202093275598404,38.38712411345692,17.60686276060485,13.151640491154533
6,16.337496695522248,54.73045856456436,28.878047201517877,15.025134265754224
7,5.6900454952364825,44.95299634631532,19.771965759430497,11.398650849300228
8,11.667282522513503,52.97923379316345,20.83162480669373,12.839243011030307
9,1.7698745581072117,41.73666156306557,18.103430975844265,13.322334753824848
10,1.3495864102226705,63.65673512810692,30.203994833530114,16.37432381496727
