generation_number,min,max,avg,std
0,-10.345847025459193,13.638560039173182,-4.23059634596211,4.670875421696491
1,-9.780299286547859,25.093951867697747,1.0852845222184961,8.940433971318708
2,-10.88278214221198,23.549334462782546,3.5760287671581468,8.920425364651367
3,-5.0807729465467375,20.224291920228524,7.560262635953031,6.816268788403913
4,-0.16736872627956245,23.447122926504022,8.883057182276097,5.603080101214178
5,-5.2328926645568465,22.850422468272644,7.330526768455144,6.962439012340551
6,-3.8049578136280005,19.03056601050848,5.198457354620052,5.877143056997187
7,-0.5430225570112839,21.988617701169126,9.609304905604931,6.281082085108084
8,-6.408821428819239,20.224291920228524,5.953989232484458,7.177371982575409
9,-5.2296799242069625,20.331785225664156,7.116431431177017,7.381971083149579
10,-6.885000571978031,23.447122926504022,6.359045800064069,7.189996020285281
0,-6.970534247946677,31.233493647504503,1.9089066248041082,11.990221146426705
1,4.528908978155215,31.225167673268217,19.473899100558302,9.997660805284454
2,15.32293124511515,28.56537337612102,20.847302231471755,4.36403652270305
3,-4.907853175106002,31.075563257886945,11.956209316383186,11.315711590176324
4,17.09365833167523,31.07194635198806,21.0175939576435,4.563113313361513
5,11.71524939277132,33.54912871275333,24.711900674023696,7.231819581373885
6,0.5119908226511605,31.8437733589121,18.397211096235125,9.800602728489457
7,-2.3909082798152355,31.079830066325066,15.557262818196753,13.492382596177869
8,2.8617249434812635,31.24604082887354,19.534242236325564,12.270373207946182
9,5.848633590858974,31.2500538392676,22.99265832356104,9.487686212300781
10,17.225743025947867,31.192413476533083,24.26037962538866,6.854526043757027
