generation_number,min,max,avg,std
0,-6.567755278982113,92.34394224923464,13.622435506135439,33.62059574666107
1,-6.747755278982114,93.79825298494036,39.420778848430764,43.72229919733222
2,-5.8522024797744745,93.38389959779559,56.32018758939003,41.209659993299006
3,-6.173786103901937,93.21425332628681,65.60603896661132,38.43683036141689
4,-1.4677552789821044,93.37870783429058,67.25093659968616,36.88595750855974
5,5.49224472101789,93.95859563501554,74.49718313488609,31.532065228429907
6,6.152244721017892,93.84936197187236,78.62871974582741,28.566329160905997
7,-5.967755278982113,93.443413725328,75.73769330564254,31.4968542089398
8,0.512244721017888,94.10385026742617,73.8685171179896,32.982561438695804
9,6.032244721017891,93.94013357217581,80.82685674120266,25.661766245621287
10,6.572244721017892,94.44936470590375,86.48204091794703,19.16345866012534
11,1.4722447210178782,94.68936470590374,84.65116755044701,22.039597686364537
12,-2.9677552789821084,94.36624979919324,80.31458147480487,27.600145323613503
13,-3.207755278982109,94.43240366476763,83.5683593258541,23.65974102123948
14,6.272244721017891,94.19240366476762,88.08608637407211,15.54945485546624
15,-2.7877552789821083,94.57605369405454,85.78752173943771,22.25474338049983
16,32.792244721017894,94.52278772623589,89.36085317025785,11.594601894867752
17,6.452244721017893,94.74482618476618,87.32110903613234,17.790491396808513
18,87.18405344431338,94.69605369405454,91.5810365036805,1.6330278971318575
19,15.752244721017895,94.68936470590374,90.7940581891019,7.723404880856803
20,30.152244721017887,94.69605369405454,91.22622206279331,6.321147495843106
21,85.73496102321948,94.62936470590374,91.53647009285015,1.729697119025944
22,6.572244721017892,94.34951600496186,90.70833933904872,8.585335270982078
23,87.45079506867471,94.56936470590374,91.69586853605153,1.4773975892124713
24,87.9748056010023,94.68936470590374,92.1179741742837,1.5343176389901045
25,86.71289139213351,94.81605369405455,91.70015684806998,1.697534960843601
26,25.232244721017892,94.81605369405455,91.35249094765636,6.7644935889337345
27,86.52274196871556,94.34951600496186,91.38895580770384,1.52342624414545
28,-6.507755278982113,94.75605369405454,90.1896086451417,11.874265749402769
29,38.10735835882791,94.62936470590374,91.33142793138015,5.593694612068227
30,88.39332757019679,94.70278772623588,92.07381297305106,1.5694528251604405
31,88.51312068063739,94.75605369405454,92.04624901425893,1.5950846300353319
32,89.45642023266134,94.81605369405455,92.19422820715263,1.5101756822038213
33,86.99940982990029,94.82956741322127,92.13482454309835,1.595446797158315
34,89.45248350911169,94.87605369405453,92.37221319188671,1.540918269159699
35,85.27619660854708,94.81605369405455,92.2225398845372,1.7035904640728274
36,89.28110614572688,94.75605369405454,92.05917678808875,1.5843907794084857
37,87.30405344431338,94.69605369405454,92.15142356335984,1.5435698626614394
38,87.40584747981681,94.75605369405454,92.18466954170819,1.6115373889046714
39,86.61178089723765,94.82278772623589,92.0068572386441,1.6872834340302103
40,29.119615917813995,94.93605369405454,91.36497813432393,6.45648277779104
41,88.43103858311017,94.87605369405453,91.9821660613432,1.4729099839677584
42,86.05413905293166,94.87605369405453,92.11105664224173,1.5898031795792984
43,87.43332757019678,94.87605369405453,92.08124158403515,1.685802448269762
44,88.54853266049734,94.87605369405453,92.41672723517024,1.4992207527215764
45,88.39473502996468,94.75605369405454,92.16855706065991,1.5946487793967334
46,86.69681188675918,94.75605369405454,92.06505915873691,1.6009889003188482
47,88.62110614572688,94.75605369405454,92.2039968964902,1.674120594228277
48,85.40881507250627,94.87605369405453,92.13776704289069,1.7412291090412455
49,87.73312068063738,94.75605369405454,92.21467391841405,1.6093081876806767
50,87.46584747981682,94.81605369405455,91.76946142367146,1.654361354731135
