generation_number,min,max,avg,std
0,46.53302091954099,88.80526765374199,72.35347723072061,9.533657285268811
1,67.94639453846841,88.30878305372804,76.67698331132301,5.302582205427879
2,69.2418600995163,89.42747640503072,76.6125712403007,5.001873979687338
3,69.57271705668623,88.8584069034068,76.85521521920133,4.888648422290829
4,67.13527622704376,87.96725570438991,75.56153908992395,5.340948354426655
5,65.8514728708474,88.81950876082891,74.849598171055,5.419693639872767
6,61.632654275950955,88.55984605900055,72.36828027202347,6.629951156535531
7,63.521355191413505,89.15233736487555,72.83242124170552,6.50082465337855
8,63.240083438648966,89.2303963808915,74.65718658278756,6.381380944561642
9,66.56634739595,88.96306246946716,75.16743845233367,5.701592672414839
10,65.14947681831772,88.08209479669824,75.13194184836635,6.147289148835756
11,59.624641949383424,87.77620332919301,72.65188085993603,6.777291685864841
12,56.40843894131028,88.33961237796956,70.93539504183691,8.211363128778846
13,61.05315442977688,87.99938988387652,73.08699653371922,6.280927698991186
14,63.17652243783381,85.59478547367733,72.67355509761491,5.527970713598586
15,63.505962679406,87.68745997906284,73.04784626539343,6.405178002993868
16,63.97437543724576,88.72359965937629,73.8887589563901,5.972688326965828
17,63.27259325585142,87.86719785852604,73.02367869686744,6.3944412958561605
18,65.7512582926451,88.62216637274794,75.6540220424847,6.191637017124188
19,65.22868580408621,88.29779956338523,74.45464896294949,5.626370937259186
20,64.15631249344088,87.96236127921115,74.09944736629731,5.48282466363948
21,65.51733261842239,87.7275447519179,73.53903014661415,5.414662913928139
22,66.46045213510851,88.60312263824345,75.85576710649849,5.1117751000052
23,65.91471104237829,88.59340911133762,75.08557887870943,6.233315719309569
24,68.90801748462363,87.78333151306285,76.65798833963021,5.085092948530026
25,68.47657373622238,89.3799350586718,76.86937090247794,5.287681939295403
