run_number,method,gain_rank_avg,fitness_avg
1,2,60.40000000000009,82.60825265267877
2,2,-72.0,18.993986341565165
3,2,73.84000000000017,91.87541189244821
4,2,-42.0,46.03749838390691
5,2,34.08000000000013,77.99940335738641
6,2,4.000000000000057,60.532831327040945
7,2,-36.07999999999996,39.03121490205943
8,2,51.76000000000022,89.38349029493301
9,2,40.32000000000018,86.49479056833569
10,2,59.04000000000018,88.45327810578547
