generation_number,min,max,avg,std
0,-6.20050917404269,88.77777673454487,5.648910237121554,25.41393811118774
1,-6.80903930604298,88.37038926750859,25.163544971582837,38.09841266649031
2,-6.2766434893416445,91.04660195700338,40.110917881168376,40.91251427548087
3,-6.218600119691729,87.53788162462297,48.58125170167595,41.59603475096158
4,-6.2766434893416445,87.31935834262663,56.294232435886634,40.723882317528904
5,-6.293419278846481,92.1135612249423,58.2735219807391,40.14154329652346
6,-6.2766434893416445,91.42410787451699,57.40003392551793,39.53022550224526
7,-6.2766434893416445,91.56206684551657,62.38708461979836,37.49511425149775
8,-6.2766434893416445,90.86660195700338,61.2136253696121,36.99865280340137
9,-5.7430031878094825,89.23092391510481,72.29708156932668,30.251940051760936
10,-6.2766434893416445,89.41482255552047,75.80551106885633,28.479130704350467
11,2.8262138960980634,89.25853908213779,79.26197289146701,22.495460123861648
12,3.2009073455394743,88.92665872310228,76.28456996886403,26.337390660855213
13,-6.278521424165844,90.74353644806851,74.55668542315338,27.596339723081204
14,-5.420534999272286,91.18467888464232,72.2078438791731,29.830562781514036
15,-6.129050210060545,90.64657125383506,67.44282069541605,34.33138811434762
16,-6.293419278846481,90.43936107665805,71.54849595826495,32.49301352203604
17,-5.393627546352362,89.80521039683077,58.39204512599019,37.07843785844439
18,-5.438079308923196,90.6866105112725,62.89582022648443,34.38320045615365
19,-5.60947179518496,91.15936107665804,70.10154941984862,30.119032492230986
20,-5.393627546352362,90.26661051127252,62.85613382236784,33.82211064879293
21,-5.799092654460526,90.91936107665805,69.00339963749849,31.036935526547122
22,-5.746203190540153,90.26661051127252,72.02562484254393,29.59897358979242
23,-5.41610040220442,90.26661051127252,75.23550503033793,28.88646968116461
24,-5.402677381872279,92.21165549623892,68.5771754370899,32.68169249727001
25,-5.971261839790462,91.4596882233926,65.2225834701866,36.070006703620464
26,-5.393627546352362,90.79936107665804,65.74149849874209,34.77834594733746
27,-5.402677381872279,91.35282822853992,76.20305978791843,24.89170840787321
28,-6.124683390894205,91.65282822853992,70.45623492889895,30.729324167900963
29,12.296217525343799,91.09936107665804,79.49358547022122,20.59778004972219
30,-5.342334251964811,91.27936107665805,78.21871924982464,23.72837563920283
