generation_number,min,max,avg,std
0,-6.302618975744905,90.83297711225777,6.831859035546983,25.359578486570882
1,-6.2766434893416445,87.71297711225776,25.15845635423492,38.141108381504786
2,-6.2766434893416445,89.61970258104908,48.6404017213263,40.59343839109671
3,-6.2766434893416445,87.73003982910276,55.422619513216816,40.105857344818325
4,-6.2766434893416445,90.98628484395722,57.6352037635366,39.33539982013243
5,-6.2766434893416445,92.09297711225776,57.482654045898215,38.22861527663294
6,-6.2766434893416445,90.77297711225776,49.88102160420588,36.616045484479024
7,-5.958424693029782,91.04660195700338,65.50577928358655,34.1977628760181
8,-6.2766434893416445,92.09297711225776,65.34087275367926,35.13345770939354
9,-5.768320995793772,92.09297711225776,62.47682772935969,34.28372376629045
10,-6.2766434893416445,92.27297711225775,53.42458425815328,38.28972714306631
11,-5.480638923341991,92.09297711225776,61.03132766754596,35.60105311201989
12,-6.175867270105761,92.27297711225775,61.29689489135614,35.15030219573423
13,-5.225746673713202,92.27297711225775,55.19869653478438,37.25968363147651
14,-5.860786223465865,92.09297711225776,56.63567351909269,36.137563999943964
15,-6.261491684321042,92.09297711225776,54.95575918022094,36.58567116016742
16,-5.976350909297934,92.15297711225776,54.25584107990434,37.17714281577296
17,-6.063785208687608,92.09297711225776,53.280918003251834,38.54617971429096
18,-5.713732805509369,92.09297711225776,46.439219961281104,38.48414794168772
19,-5.983936280687191,92.09297711225776,41.05352743701434,38.343094182169125
20,-6.525029657843462,91.25354799471559,38.68859514805515,36.814556232364176
21,-5.420534999272286,92.15297711225776,46.533629898268444,35.870402539721894
22,-5.484796933490655,92.09297711225776,46.955542165606076,37.63915258274187
23,-6.1070228877422545,92.09297711225776,37.74250813040957,36.48859245534411
24,-5.3612921657094255,92.09297711225776,43.40812315577764,37.75160399067555
25,-5.393627546352362,92.09297711225776,49.37111314176124,37.53223502697716
26,-5.43372200355424,92.09297711225776,44.12708930284446,35.848931231982135
27,-5.220355825078324,92.09297711225776,51.367563872128585,36.93147612952637
28,-6.721425700790643,92.09297711225776,61.01326126883007,34.721285554657314
29,-5.351858133476067,92.09297711225776,50.31039141351818,36.00956879979812
30,-5.389071729816501,92.27297711225775,52.825374436774226,36.057759239875026
