run_number,method,gain_rank_avg,fitness_avg
1,2,66.0,89.41644985289929
2,2,43.6,85.4593286527649
3,2,62.4,89.07669823204769
4,2,46.4,85.78592097053745
5,2,79.2,92.37968888122438
6,2,85.6,93.08189076112394
7,2,48.8,86.15048829475036
8,2,64.0,89.16692385754098
9,2,82.0,92.80090642199463
10,2,64.8,89.22892481593229
