generation_number,min,max,avg,std
0,-6.638567789166521,38.742332412117364,-2.5991192003476082,7.617971130861955
1,-6.297109319933935,39.544678884642295,0.5989639029629309,9.094310986563165
2,-6.293419278846481,66.13070308686622,6.825950217070433,13.68588786420169
3,-7.160069207596127,66.15067522005315,7.2282509621057,13.364223078561382
4,-7.2078598714324755,57.63870783429057,10.120276298828715,15.784157980651838
5,-5.948034989180646,57.23167900420623,14.404608514152972,16.526917651213985
6,-5.662960480135946,66.15356122494228,18.287252102883905,16.630266101186763
7,-5.594711379601839,66.64341372532799,19.95767758753158,19.06842965913317
8,-5.598421958998375,66.12788221052459,18.42927284375562,18.720469152245528
9,-5.594711379601839,75.1593583426266,21.316299838955697,18.52667939747821
10,-5.594711379601839,66.52772932632853,25.67532841394458,16.871881354736374
11,-5.598421958998375,85.81703951986407,28.31844991076827,19.326800019514806
12,-5.351858133476067,86.05703951986408,29.970432204536714,20.144026806589626
13,-5.25227342804663,85.99703951986407,42.39805652410053,22.257686853902545
14,-4.897839799950911,86.17703951986407,41.7826612437146,24.585819636682327
15,-4.8283137373023015,87.10784596782226,47.159640486077066,22.80131732886861
16,-4.912654885736052,85.87703951986407,44.366847028982264,26.91935881412157
17,-5.236441962829949,85.81703951986407,48.12645252664867,24.260676946595396
18,-5.402677381872279,86.05703951986408,53.13364919931677,25.91771025652674
19,-4.897839799950911,86.00626719449066,51.8476825310976,23.36727653156436
20,-5.501258210544727,86.00957298262516,56.2590371711812,25.13009286080287
21,3.4393183689844724,86.12626719449065,58.61752856166003,21.28747187067342
22,-5.402677381872279,86.05703951986408,60.82111483572209,23.108324023702114
23,3.282972298593778,86.05703951986408,57.20650593143078,26.314261482573738
24,4.023266257579426,86.06626719449066,60.35761079649713,22.440222551144252
25,3.4825471035352926,86.11703951986408,60.974603092243086,24.97091741265015
26,3.823850267426171,85.99703951986407,61.82815203328582,23.990659143229056
27,12.337039519864053,86.39959913428288,64.14148689021505,21.518167438965488
28,3.8880122116434563,86.23703951986407,60.08311902238473,23.796289353868566
29,12.333573311887568,86.11703951986408,65.87726715018667,21.65527162648596
30,3.9761194791537235,86.27959913428288,66.6967361291957,21.8202332639309
