run_number,method,gain_rank_avg,fitness_avg
1,2,81.40000000000018,92.70713458558662
2,2,40.64000000000025,71.9927413131845
3,2,53.240000000000144,73.62401466077185
4,2,77.44000000000021,92.07292834779594
5,2,78.52000000000021,92.56770710677729
6,2,95.20000000000005,94.35567363817736
7,2,76.0000000000002,91.91835745759548
8,2,40.400000000000205,57.06157301330421
9,2,78.6400000000002,92.29350943943228
10,2,76.48000000000022,91.79431290270338
